0,67,0,0,0,74,303,424,415,407,127,30,279,215,58,23,179,47,119,23,304,255,37,127,179,21,203,175,54,249,496,511,511,287,63,123,349,458,511,270,149,164,191,335,511,287,74,0,268,43,391,511,511,511,287,332,412,275,63,2,270,511,511,303,91,15,511,283,322,291,207,327,511,283,13,19,377,235,346,511,511,315,55,199,366,511,511,303,79,13,221,231,94,15,0,266,191,55,41,439,317
0.1,95,0,255,199,59,42,441,125,23,282,511,287,52,47,135,27,0,0,255,511,511,511,303,155,33,140,163,175,39,245,488,511,287,45,122,488,141,31,0,0,214,475,511,295,39,47,351,215,55,247,207,71,215,319,506,511,511,511,299,365,426,421,420,137,161,303,506,270,83,503,127,79,255,468,255,76,0,0,0,211,396,489,511,303,87,0,0,199,183,264,235,313,159,23,278,507,255,79,39,55
0.2,159,39,252,191,316,511,319,87,1,0,272,484,271,319,15,127,293,511,511,312,50,111,279,465,251,359,511,511,511,494,255,78,471,87,452,511,511,287,77,204,14,55,404,243,69,3,0,0,62,430,239,63,511,167,47,127,23,0,119,183,101,15,267,508,335,63,95,103,109,431,511,286,75,111,175,343,95,318,506,283,75,51,158,203,59,253,207,54,5,333,351,77,139,93,158,38,23,59,456,511
0.3,315,91,175,343,231,71,448,207,219,63,0,244,191,503,63,421,511,351,231,59,0,0,145,426,299,91,11,255,511,294,67,0,0,0,511,426,511,287,343,496,267,71,0,199,479,271,347,53,511,313,100,15,0,0,251,496,271,71,502,127,102,73,51,491,415,251,63,159,155,106,23,231,475,279,326,511,367,359,283,95,15,255,511,303,79,511,366,471,511,281,365,511,511,311,151,31,263,205,297,510
0.4,383,135,31,276,511,283,47,123,191,287,492,511,283,63,71,159,55,7,0,0,225,175,247,271,283,75,298,511,511,163,283,89,31,147,15,249,255,87,511,149,407,255,337,511,511,511,511,511,319,361,13,379,511,303,83,251,219,73,7,229,502,279,67,77,377,127,23,0,0,0,276,191,503,246,479,511,511,295,79,247,279,103,21,0,0,0,0,243,183,31,0,475,394,237,63,277,502,283,55,391
0.5,485,511,287,319,493,511,415,395,359,111,31,279,207,56,511,199,201,300,207,63,266,202,31,467,211,47,0,229,511,287,315,327,215,343,511,286,183,199,462,511,285,351,511,309,79,231,314,423,255,371,511,511,511,511,311,87,127,113,159,39,0,255,511,511,511,311,127,51,5,0,151,498,283,67,223,318,95,15,0,248,175,23,0,477,47,207,319,95,15,191,462,511,311,51,437,511,271,303,454,489
